Supervised Model,Unsupervised Model,Hibrid Model,Heterogeneous Model,Heterogeneous sage Model,Heterogeneous attention Model,Spectrogram Baseline,CNN Model,DNN Model,twa,num_n_h,mhg,num_n_a,ta,alpha,tw,msw,msa,mgw,mma
0.975,0.9125,0.98125,0.9875,0.0,0.0,0.0,1.0,1.0,0.1,62.0,dnn,62.0,0.5,1.0,0.5,phon_count,knn,full,fixed
0.975,0.925,0.98125,0.9875,0.0,0.0,0.0,1.0,1.0,0.1,62.0,ML,62.0,0.5,1.0,0.5,phon_count,knn,full,fixed
0.975,0.91875,0.98125,0.9875,0.0,0.0,0.0,1.0,1.0,0.1,62.0,fixed,62.0,0.5,1.0,0.5,phon_count,knn,full,fixed
0.975,0.925,0.98125,0.98125,0.0,0.0,0.0,1.0,1.0,0.1,62.0,mixed,62.0,0.5,1.0,0.5,phon_count,knn,full,fixed
0.96875,0.71875,0.96875,0.99375,0.0,0.0,0.0,1.0,1.0,0.1,12.0,dnn,12.0,0.5,1.0,0.5,phon_count,knn,full,fixed
0.96875,0.74375,0.96875,1.0,0.0,0.0,0.0,1.0,1.0,0.1,12.0,ML,12.0,0.5,1.0,0.5,phon_count,knn,full,fixed
0.96875,0.70625,0.96875,0.9875,0.0,0.0,0.0,1.0,1.0,0.1,12.0,fixed,12.0,0.5,1.0,0.5,phon_count,knn,full,fixed
0.96875,0.725,0.96875,0.9875,0.0,0.0,0.0,1.0,1.0,0.1,12.0,mixed,12.0,0.5,1.0,0.5,phon_count,knn,full,fixed
0.95625,0.69375,0.975,1.0,0.0,0.0,0.0,1.0,1.0,0.1,62.0,dnn,12.0,0.5,1.0,0.5,phon_count,knn,full,fixed
0.95625,0.70625,0.975,0.99375,0.0,0.0,0.0,1.0,1.0,0.1,62.0,ML,12.0,0.5,1.0,0.5,phon_count,knn,full,fixed
0.95625,0.6875,0.975,0.99375,0.0,0.0,0.0,1.0,1.0,0.1,62.0,fixed,12.0,0.5,1.0,0.5,phon_count,knn,full,fixed
0.9875,0.95,0.95,0.9875,0.0,0.0,0.0,1.0,1.0,0.1,62.0,dnn,62.0,0.5,1.0,0.5,phon_count,knn,full,fixed
0.9875,0.91875,0.95,0.98125,0.0,0.0,0.0,1.0,1.0,0.1,62.0,ML,62.0,0.5,1.0,0.5,phon_count,knn,full,fixed
0.9875,0.93125,0.95,0.9875,0.0,0.0,0.0,1.0,1.0,0.1,62.0,fixed,62.0,0.5,1.0,0.5,phon_count,knn,full,fixed
0.9875,0.90625,0.95,0.9875,0.0,0.0,0.0,1.0,1.0,0.1,62.0,mixed,62.0,0.5,1.0,0.5,phon_count,knn,full,fixed
0.93125,0.6125,0.95,1.0,0.0,0.0,0.0,1.0,0.95625,0.1,6.0,dnn,6.0,0.5,1.0,0.5,phon_count,knn,full,fixed
0.93125,0.53125,0.95,0.9875,0.0,0.0,0.0,1.0,0.95625,0.1,6.0,ML,6.0,0.5,1.0,0.5,phon_count,knn,full,fixed
0.93125,0.5375,0.95,1.0,0.0,0.0,0.0,1.0,0.95625,0.1,6.0,fixed,6.0,0.5,1.0,0.5,phon_count,knn,full,fixed
0.93125,0.575,0.95,0.99375,0.0,0.0,0.0,1.0,0.95625,0.1,6.0,mixed,6.0,0.5,1.0,0.5,phon_count,knn,full,fixed
0.96875,0.85,0.975,0.98125,0.0,0.0,0.0,1.0,0.9875,0.1,31.0,dnn,31.0,0.5,1.0,0.5,phon_count,knn,full,fixed
0.96875,0.8375,0.975,1.0,0.0,0.0,0.0,1.0,0.9875,0.1,31.0,fixed,31.0,0.5,1.0,0.5,phon_count,knn,full,fixed
0.96875,0.925,0.98125,0.9875,0.0,0.0,0.0,1.0,1.0,0.1,31.0,dnn,62.0,0.5,1.0,0.5,phon_count,knn,full,fixed
0.96875,0.9125,0.98125,0.96875,0.0,0.0,0.0,1.0,1.0,0.1,31.0,fixed,62.0,0.5,1.0,0.5,phon_count,knn,full,fixed
