0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,Total
6,6,7,9,12,5,11,11,6,6,5,10,6,9,12,11,9,11,9,11,10,10,6,12,12,6,12,240
