0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,Total
28,27,30,39,51,20,47,49,24,24,21,44,27,40,51,46,40,47,39,50,45,43,26,51,54,26,51,1040
