0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,Total
38,38,41,54,70,28,65,67,34,33,28,62,38,55,71,64,56,65,54,69,63,60,36,70,75,36,70,1440
