0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,Total
15,15,16,29,31,12,28,29,16,16,12,28,16,30,28,29,29,29,30,29,29,28,13,29,28,16,30,640
