0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,Total
19,19,20,36,38,15,35,37,19,20,15,35,20,37,35,36,37,36,37,36,36,35,17,37,35,20,38,800
