0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,Total
53,52,55,101,98,105,40,97,101,53,54,41,98,55,102,97,100,101,100,103,53,100,100,96,46,101,98,41,55,104,2400
