Supervised Model,Unsupervised Model,Hibrid Model,Heterogeneous Model,Heterogeneous sage Model,Heterogeneous attention Model,Spectrogram Baseline,CNN Model,DNN Model,twa,num_n_h,mhg,num_n_a,ta,alpha,tw,msw,msa,mgw,mma
0.7875,0.525,0.825,0.9125,0.0,0.0,0.0,1.0,0.9625,0.1,4.0,dnn,9.0,0.5,1.0,0.5,phon_count,knn,full,fixed
0.7875,0.5,0.825,0.8625,0.0,0.0,0.0,1.0,0.9625,0.1,4.0,fixed,9.0,0.5,1.0,0.5,phon_count,knn,full,fixed
0.8625,0.6,0.75,0.9625,0.0,0.0,0.0,1.0,0.9625,0.1,5.0,dnn,11.0,0.5,1.0,0.5,phon_count,knn,full,fixed
0.8625,0.575,0.75,0.8875,0.0,0.0,0.0,1.0,0.9625,0.1,5.0,fixed,11.0,0.5,1.0,0.5,phon_count,knn,full,fixed
0.7875,0.6125,0.775,0.925,0.0,0.0,0.0,1.0,0.9625,0.1,6.0,dnn,12.0,0.5,1.0,0.5,phon_count,knn,full,fixed
0.7875,0.6375,0.775,0.9,0.0,0.0,0.0,1.0,0.9625,0.1,6.0,fixed,12.0,0.5,1.0,0.5,phon_count,knn,full,fixed
0.825,0.6625,0.7625,0.9375,0.0,0.0,0.0,1.0,0.9625,0.1,7.0,dnn,14.0,0.5,1.0,0.5,phon_count,knn,full,fixed
0.825,0.6625,0.7625,0.9375,0.0,0.0,0.0,1.0,0.9625,0.1,7.0,fixed,14.0,0.5,1.0,0.5,phon_count,knn,full,fixed
0.8125,0.8125,0.8125,0.8875,0.0,0.0,0.0,1.0,0.9625,0.1,8.0,dnn,16.0,0.5,1.0,0.5,phon_count,knn,full,fixed
0.8125,0.7125,0.8125,0.8625,0.0,0.0,0.0,1.0,0.9625,0.1,8.0,fixed,16.0,0.5,1.0,0.5,phon_count,knn,full,fixed
0.8375,0.7125,0.8625,0.9375,0.0,0.0,0.0,1.0,0.9625,0.1,9.0,dnn,18.0,0.5,1.0,0.5,phon_count,knn,full,fixed
0.8375,0.7625,0.8625,0.9625,0.0,0.0,0.0,1.0,0.9625,0.1,9.0,fixed,18.0,0.5,1.0,0.5,phon_count,knn,full,fixed
0.875,0.75,0.9,0.95,0.0,0.0,0.0,1.0,0.9625,0.1,10.0,dnn,20.0,0.5,1.0,0.5,phon_count,knn,full,fixed
0.875,0.775,0.9,0.9375,0.0,0.0,0.0,1.0,0.9625,0.1,10.0,fixed,20.0,0.5,1.0,0.5,phon_count,knn,full,fixed
0.8875,0.7625,0.8875,0.95,0.0,0.0,0.0,1.0,0.9625,0.1,11.0,dnn,22.0,0.5,1.0,0.5,phon_count,knn,full,fixed
0.8875,0.8125,0.8875,0.95,0.0,0.0,0.0,1.0,0.9625,0.1,11.0,fixed,22.0,0.5,1.0,0.5,phon_count,knn,full,fixed
0.9375,0.7625,0.9125,0.925,0.0,0.0,0.0,1.0,0.9625,0.1,12.0,dnn,24.0,0.5,1.0,0.5,phon_count,knn,full,fixed
0.9375,0.8125,0.9125,0.9375,0.0,0.0,0.0,1.0,0.9625,0.1,12.0,fixed,24.0,0.5,1.0,0.5,phon_count,knn,full,fixed
0.925,0.9125,0.925,0.95,0.0,0.0,0.0,1.0,0.9625,0.1,12.0,dnn,25.0,0.5,1.0,0.5,phon_count,knn,full,fixed
0.925,0.8875,0.925,0.95,0.0,0.0,0.0,1.0,0.9625,0.1,12.0,fixed,25.0,0.5,1.0,0.5,phon_count,knn,full,fixed
0.9625,0.8875,0.95,0.975,0.0,0.0,0.0,1.0,0.9625,0.1,13.0,dnn,27.0,0.5,1.0,0.5,phon_count,knn,full,fixed
0.9625,0.875,0.95,0.95,0.0,0.0,0.0,1.0,0.9625,0.1,13.0,fixed,27.0,0.5,1.0,0.5,phon_count,knn,full,fixed
0.9375,0.8625,0.9375,0.9625,0.0,0.0,0.0,1.0,0.9625,0.1,14.0,dnn,29.0,0.5,1.0,0.5,phon_count,knn,full,fixed
0.9375,0.9,0.9375,0.9625,0.0,0.0,0.0,1.0,0.9625,0.1,14.0,fixed,29.0,0.5,1.0,0.5,phon_count,knn,full,fixed
0.95,0.9125,0.95,0.975,0.0,0.0,0.0,1.0,0.9625,0.1,15.0,dnn,31.0,0.5,1.0,0.5,phon_count,knn,full,fixed
0.95,0.875,0.95,0.975,0.0,0.0,0.0,1.0,0.9625,0.1,15.0,fixed,31.0,0.5,1.0,0.5,phon_count,knn,full,fixed
0.9625,0.9,0.9625,0.9625,0.0,0.0,0.0,1.0,0.9625,0.1,16.0,dnn,33.0,0.5,1.0,0.5,phon_count,knn,full,fixed
0.9625,0.9125,0.9625,0.9875,0.0,0.0,0.0,1.0,0.9625,0.1,16.0,fixed,33.0,0.5,1.0,0.5,phon_count,knn,full,fixed
0.95,0.925,0.95,0.975,0.0,0.0,0.0,1.0,0.9625,0.1,17.0,dnn,35.0,0.5,1.0,0.5,phon_count,knn,full,fixed
0.95,0.9125,0.95,0.9875,0.0,0.0,0.0,1.0,0.9625,0.1,17.0,fixed,35.0,0.5,1.0,0.5,phon_count,knn,full,fixed
0.9625,0.925,0.925,0.9625,0.0,0.0,0.0,1.0,0.9625,0.1,18.0,dnn,37.0,0.5,1.0,0.5,phon_count,knn,full,fixed
0.9625,0.875,0.925,0.975,0.0,0.0,0.0,1.0,0.9625,0.1,18.0,fixed,37.0,0.5,1.0,0.5,phon_count,knn,full,fixed
0.8,0.625,0.7625,0.95,0.0,0.0,0.0,1.0,0.9625,0.1,6.0,dnn,12.0,0.5,1.0,0.5,phon_count,knn,full,fixed
