Supervised Model,Unsupervised Model,Hibrid Model,Heterogeneous Model,Heterogeneous sage Model,Heterogeneous attention Model,Spectrogram Baseline,CNN Model,DNN Model,twa,num_n_h,mhg,num_n_a,ta,alpha,tw,msw,msa,mgw,mma
0.8,0.6,0.7625,0.8625,0.0,0.0,0.0,1.0,0.9625,0.1,6.0,fixed,12.0,0.5,1.0,0.5,phon_count,knn,full,fixed
0.8125,0.675,0.8375,0.8875,0.0,0.0,0.0,1.0,0.9625,0.1,7.0,dnn,14.0,0.5,1.0,0.5,phon_count,knn,full,fixed
0.8125,0.6375,0.8375,0.925,0.0,0.0,0.0,1.0,0.9625,0.1,7.0,fixed,14.0,0.5,1.0,0.5,phon_count,knn,full,fixed
0.8625,0.7375,0.775,0.9375,0.0,0.0,0.0,1.0,0.9625,0.1,8.0,dnn,17.0,0.5,1.0,0.5,phon_count,knn,full,fixed
0.8625,0.6875,0.775,0.925,0.0,0.0,0.0,1.0,0.9625,0.1,8.0,fixed,17.0,0.5,1.0,0.5,phon_count,knn,full,fixed
0.8625,0.775,0.925,0.9625,0.0,0.0,0.0,1.0,0.9625,0.1,9.0,dnn,19.0,0.5,1.0,0.5,phon_count,knn,full,fixed
0.8625,0.7375,0.925,0.95,0.0,0.0,0.0,1.0,0.9625,0.1,9.0,fixed,19.0,0.5,1.0,0.5,phon_count,knn,full,fixed
0.8375,0.7,0.825,0.95,0.0,0.0,0.0,1.0,0.95,0.1,9.0,dnn,18.0,0.5,1.0,0.5,phon_count,knn,full,fixed
0.8375,0.75,0.825,0.9125,0.0,0.0,0.0,1.0,0.95,0.1,4.0,dnn,18.0,0.5,1.0,0.5,phon_count,knn,full,fixed
0.8375,0.7,0.825,0.9375,0.0,0.0,0.0,1.0,0.95,0.1,3.0,dnn,18.0,0.5,1.0,0.5,phon_count,knn,full,fixed
0.8375,0.7625,0.825,0.9625,0.0,0.0,0.0,1.0,0.95,0.1,2.0,dnn,18.0,0.5,1.0,0.5,phon_count,knn,full,fixed
0.8375,0.7125,0.825,0.9375,0.0,0.0,0.0,1.0,0.95,0.1,1.0,dnn,18.0,0.5,1.0,0.5,phon_count,knn,full,fixed
0.8375,0.6875,0.825,0.975,0.0,0.0,0.0,1.0,0.95,0.1,9.0,fixed,18.0,0.5,1.0,0.5,phon_count,knn,full,fixed
0.8375,0.7,0.825,0.975,0.0,0.0,0.0,1.0,0.95,0.1,4.0,fixed,18.0,0.5,1.0,0.5,phon_count,knn,full,fixed
0.8375,0.675,0.825,0.9625,0.0,0.0,0.0,1.0,0.95,0.1,3.0,fixed,18.0,0.5,1.0,0.5,phon_count,knn,full,fixed
0.8375,0.675,0.825,0.95,0.0,0.0,0.0,1.0,0.95,0.1,2.0,fixed,18.0,0.5,1.0,0.5,phon_count,knn,full,fixed
0.8375,0.75,0.825,0.925,0.0,0.0,0.0,1.0,0.95,0.1,1.0,fixed,18.0,0.5,1.0,0.5,phon_count,knn,full,fixed
