Supervised Model,Unsupervised Model,Hibrid Model,Heterogeneous Model,Heterogeneous regressor Model,Link prediction,link prediction topk,Heterogeneous sage Model,Heterogeneous attention Model,Spectrogram Baseline,CNN Model,DNN Model,twa,num_n_h,mhg,num_n_a,ta,alpha,tw,msw,msa,mgw,mma,k_out,lambda,density,feature
0.558125,0.853125,0.048125,0.476875,0.921875,0.046875,0.126875,0.0,0.0,0.0,0,0,0.1,-2000.0,full_weighted,-2000.0,0.5,1.0,0.5,phon_art,filter,full,clique,1,1.0,1.0,vggish
0.563125,0.84875,0.048125,0.83375,0.9875,0.045,0.13875,0.0,0.0,0.0,0,0,0.1,-2000.0,fixed,-2000.0,0.5,1.0,0.5,phon_art,filter,full,clique,1,1.0,1.0,vggish
