Supervised Model,Unsupervised Model,Hibrid Model,Heterogeneous Model,Heterogeneous regressor Model,Link prediction,link prediction topk,Heterogeneous sage Model,Heterogeneous attention Model,Spectrogram Baseline,CNN Model,DNN Model,twa,num_n_h,mhg,num_n_a,ta,alpha,tw,msw,msa,mgw,mma,k_out,lambda,density
0.195,0.24416666666666667,0.056666666666666664,0.38083333333333336,0.28833333333333333,0.04833333333333333,0.15333333333333332,0.0,0.0,0.0,0,0,0.1,-1500.0,full_weighted,-1500.0,0.5,1.0,0.5,phon_art,filter,full,clique,1,1.0,1.0
0.14583333333333334,0.245,0.056666666666666664,1.0,1.0,0.025,0.04583333333333333,0.0,0.0,0.0,0,0,0.1,-1500.0,full_weighted,-1500.0,0.5,1.0,0.5,phon_count,filter,full,clique,1,1.0,1.0
