Supervised Model,Unsupervised Model,Hibrid Model,Heterogeneous Model,Heterogeneous regressor Model,Link prediction,link prediction topk,Heterogeneous sage Model,Heterogeneous attention Model,Spectrogram Baseline,CNN Model,DNN Model,twa,num_n_h,mhg,num_n_a,ta,alpha,tw,msw,msa,mgw,mma,k_out,lambda,density
0.1875,0.2425,0.0575,0.9675,1.0,0.015,0.065,0.0,0.0,0.0,0,0,0.1,-500.0,full_weighted,-500.0,0.5,1.0,0.5,phon_count,filter,full,clique,1,1.0,1.0
