Supervised Model,Unsupervised Model,Hibrid Model,Heterogeneous Model,Heterogeneous regressor Model,Link prediction,link prediction topk,Heterogeneous sage Model,Heterogeneous attention Model,Spectrogram Baseline,CNN Model,DNN Model,twa,num_n_h,mhg,num_n_a,ta,alpha,tw,msw,msa,mgw,mma,k_out,lambda,density
0.395,0.585,0.165,0.87,1.0,0.08,0.285,0.0,0.0,0.0,0,0,0.1,-5500.0,full_weighted,-5500.0,0.5,1.0,0.5,phon_art,filter,full,clique,1,1.0,1.0
0.435,0.71,0.165,0.86,1.0,0.15,0.475,0.0,0.0,0.0,0,0,0.1,-5500.0,full_weighted,-5500.0,0.5,1.0,0.5,phon_count,filter,full,clique,1,1.0,1.0
