Supervised Model,Unsupervised Model,Hibrid Model,Heterogeneous Model,Heterogeneous regressor Model,Link prediction,link prediction topk,Heterogeneous sage Model,Heterogeneous attention Model,Spectrogram Baseline,CNN Model,DNN Model,twa,num_n_h,mhg,num_n_a,ta,alpha,tw,msw,msa,mgw,mma,k_out,lambda,density
0.315,0.515,0.165,0.86,1.0,0.085,0.485,0.0,0.0,0.0,0,0,0.1,-3500.0,full_weighted,-3500.0,0.5,1.0,0.5,phon_art,filter,full,clique,1,1.0,1.0
0.37,0.59,0.165,0.91,1.0,0.23,0.41,0.0,0.0,0.0,0,0,0.1,-3500.0,full_weighted,-3500.0,0.5,1.0,0.5,phon_count,filter,full,clique,1,1.0,1.0
