Supervised Model,Unsupervised Model,Hibrid Model,Heterogeneous Model,Heterogeneous regressor Model,Link prediction,link prediction topk,Heterogeneous sage Model,Heterogeneous attention Model,Spectrogram Baseline,CNN Model,DNN Model,twa,num_n_h,mhg,num_n_a,ta,alpha,tw,msw,msa,mgw,mma,k_out,lambda,density
0.385,0.64,0.165,0.915,1.0,0.115,0.315,0.0,0.0,0.0,0,0,0.1,-2500.0,full_weighted,-2500.0,0.5,1.0,0.5,phon_art,filter,full,clique,1,1.0,1.0
0.465,0.56,0.165,0.96,1.0,0.14,0.375,0.0,0.0,0.0,0,0,0.1,-2500.0,full_weighted,-2500.0,0.5,1.0,0.5,phon_count,filter,full,clique,1,1.0,1.0
