Supervised Model,Unsupervised Model,Hibrid Model,Heterogeneous Model,Heterogeneous regressor Model,Link prediction,link prediction topk,Heterogeneous sage Model,Heterogeneous attention Model,Spectrogram Baseline,CNN Model,DNN Model,twa,num_n_h,mhg,num_n_a,ta,alpha,tw,msw,msa,mgw,mma,k_out,lambda,density,feature
0.234375,0.19375,0.171875,0.390625,0.215625,0.1625,0.496875,0.0,0.0,0.0,0,0,0.1,-400.0,full_weighted,-400.0,0.5,1.0,0.5,labse,filter,full,clique,1,1.0,1.0,yamnet
0.275,0.20625,0.16875,0.25625,0.175,0.1625,0.496875,0.0,0.0,0.0,0,0,0.1,-400.0,full_weighted,-400.0,0.5,1.0,0.5,allmini,filter,full,clique,1,1.0,1.0,yamnet
0.34375,0.19375,0.171875,0.403125,0.340625,0.1625,0.496875,0.0,0.0,0.0,0,0,0.1,-400.0,full_weighted,-400.0,0.5,1.0,0.5,phon_art,filter,full,clique,1,1.0,1.0,yamnet
0.228125,0.203125,0.171875,0.271875,0.921875,0.190625,0.496875,0.0,0.0,0.0,0,0,0.1,-400.0,full_weighted,-400.0,0.5,1.0,0.5,phon_count,filter,full,clique,1,1.0,1.0,yamnet
0.228125,0.221875,0.171875,0.23125,0.315625,0.1625,0.496875,0.0,0.0,0.0,0,0,0.1,-400.0,full_weighted,-400.0,0.5,1.0,0.5,glove,filter,full,clique,1,1.0,1.0,yamnet
0.253125,0.234375,0.171875,0.2125,0.16875,0.1625,0.496875,0.0,0.0,0.0,0,0,0.1,-400.0,full_weighted,-400.0,0.5,1.0,0.5,labse,filter,full,clique,1,1.0,1.0,wav2vec
0.26875,0.153125,0.171875,0.271875,0.190625,0.1625,0.496875,0.0,0.0,0.0,0,0,0.1,-400.0,full_weighted,-400.0,0.5,1.0,0.5,allmini,filter,full,clique,1,1.0,1.0,wav2vec
0.290625,0.21875,0.171875,0.571875,0.85625,0.1625,0.496875,0.0,0.0,0.0,0,0,0.1,-400.0,full_weighted,-400.0,0.5,1.0,0.5,phon_art,filter,full,clique,1,1.0,1.0,wav2vec
0.415625,0.19375,0.171875,0.265625,0.996875,0.303125,0.4125,0.0,0.0,0.0,0,0,0.1,-400.0,full_weighted,-400.0,0.5,1.0,0.5,phon_count,filter,full,clique,1,1.0,1.0,wav2vec
0.184375,0.178125,0.171875,0.2625,0.33125,0.1625,0.496875,0.0,0.0,0.0,0,0,0.1,-400.0,full_weighted,-400.0,0.5,1.0,0.5,glove,filter,full,clique,1,1.0,1.0,wav2vec
0.290625,0.275,0.171875,0.246875,0.1625,0.1625,0.496875,0.0,0.0,0.0,0,0,0.1,-400.0,full_weighted,-400.0,0.5,1.0,0.5,labse,filter,full,clique,1,1.0,1.0,hubert
0.303125,0.23125,0.16875,0.315625,0.25,0.1625,0.496875,0.0,0.0,0.0,0,0,0.1,-400.0,full_weighted,-400.0,0.5,1.0,0.5,allmini,filter,full,clique,1,1.0,1.0,hubert
0.21875,0.284375,0.171875,0.640625,0.2625,0.1625,0.496875,0.0,0.0,0.0,0,0,0.1,-400.0,full_weighted,-400.0,0.5,1.0,0.5,phon_art,filter,full,clique,1,1.0,1.0,hubert
0.265625,0.25,0.171875,0.275,0.265625,0.1625,0.496875,0.0,0.0,0.0,0,0,0.1,-400.0,full_weighted,-400.0,0.5,1.0,0.5,phon_count,filter,full,clique,1,1.0,1.0,hubert
0.296875,0.25,0.171875,0.271875,0.36875,0.1625,0.496875,0.0,0.0,0.0,0,0,0.1,-400.0,full_weighted,-400.0,0.5,1.0,0.5,glove,filter,full,clique,1,1.0,1.0,hubert
