Supervised Model,Unsupervised Model,Hibrid Model,Heterogeneous Model,Heterogeneous regressor Model,Link prediction,link prediction topk,Heterogeneous sage Model,Heterogeneous attention Model,Spectrogram Baseline,CNN Model,DNN Model,twa,num_n_h,mhg,num_n_a,ta,alpha,tw,msw,msa,mgw,mma,k_out,lambda,density,feature
0.253125,0.215625,0.171875,0.709375,0.16875,0.1625,0.496875,0.0,0.0,0.0,0,0,0.1,-400.0,full_weighted,-400.0,0.5,1.0,0.5,labse,filter,full,clique,1,1.0,1.0,mel_spec
0.296875,0.234375,0.171875,0.390625,0.178125,0.1625,0.496875,0.0,0.0,0.0,0,0,0.1,-400.0,full_weighted,-400.0,0.5,1.0,0.5,allmini,filter,full,clique,1,1.0,1.0,mel_spec
0.30625,0.209375,0.171875,0.646875,0.6625,0.1625,0.496875,0.0,0.0,0.0,0,0,0.1,-400.0,full_weighted,-400.0,0.5,1.0,0.5,phon_art,filter,full,clique,1,1.0,1.0,mel_spec
0.278125,0.14375,0.16875,0.284375,1.0,0.278125,0.49375,0.0,0.0,0.0,0,0,0.1,-400.0,full_weighted,-400.0,0.5,1.0,0.5,phon_count,filter,full,clique,1,1.0,1.0,mel_spec
0.271875,0.221875,0.16875,0.26875,0.3875,0.1625,0.496875,0.0,0.0,0.0,0,0,0.1,-400.0,full_weighted,-400.0,0.5,1.0,0.5,glove,filter,full,clique,1,1.0,1.0,mel_spec
0.4125,0.28125,0.171875,0.221875,0.175,0.1625,0.496875,0.0,0.0,0.0,0,0,0.1,-400.0,full_weighted,-400.0,0.5,1.0,0.5,labse,filter,full,clique,1,1.0,1.0,mfcc
0.340625,0.259375,0.171875,0.46875,0.16875,0.1625,0.496875,0.0,0.0,0.0,0,0,0.1,-400.0,full_weighted,-400.0,0.5,1.0,0.5,allmini,filter,full,clique,1,1.0,1.0,mfcc
0.3375,0.1625,0.171875,0.303125,0.94375,0.1625,0.496875,0.0,0.0,0.0,0,0,0.1,-400.0,full_weighted,-400.0,0.5,1.0,0.5,phon_art,filter,full,clique,1,1.0,1.0,mfcc
0.440625,0.303125,0.171875,0.278125,0.40625,0.1625,0.496875,0.0,0.0,0.0,0,0,0.1,-400.0,full_weighted,-400.0,0.5,1.0,0.5,phon_count,filter,full,clique,1,1.0,1.0,mfcc
0.384375,0.1875,0.16875,0.278125,0.23125,0.1625,0.496875,0.0,0.0,0.0,0,0,0.1,-400.0,full_weighted,-400.0,0.5,1.0,0.5,glove,filter,full,clique,1,1.0,1.0,mfcc
0.565625,0.19375,0.171875,0.26875,0.2125,0.1625,0.496875,0.0,0.0,0.0,0,0,0.1,-400.0,full_weighted,-400.0,0.5,1.0,0.5,labse,filter,full,clique,1,1.0,1.0,vggish
0.29375,0.203125,0.171875,0.353125,0.796875,0.1625,0.496875,0.0,0.0,0.0,0,0,0.1,-400.0,full_weighted,-400.0,0.5,1.0,0.5,allmini,filter,full,clique,1,1.0,1.0,vggish
0.39375,0.2125,0.171875,0.6375,0.915625,0.1625,0.496875,0.0,0.0,0.0,0,0,0.1,-400.0,full_weighted,-400.0,0.5,1.0,0.5,phon_art,filter,full,clique,1,1.0,1.0,vggish
0.275,0.21875,0.171875,0.26875,0.36875,0.1625,0.496875,0.0,0.0,0.0,0,0,0.1,-400.0,full_weighted,-400.0,0.5,1.0,0.5,phon_count,filter,full,clique,1,1.0,1.0,vggish
0.2875,0.284375,0.16875,0.28125,0.3125,0.1625,0.496875,0.0,0.0,0.0,0,0,0.1,-400.0,full_weighted,-400.0,0.5,1.0,0.5,glove,filter,full,clique,1,1.0,1.0,vggish
