Supervised Model,Unsupervised Model,Hibrid Model,Heterogeneous Model,Heterogeneous regressor Model,Link prediction,link prediction topk,Heterogeneous sage Model,Heterogeneous attention Model,Spectrogram Baseline,CNN Model,DNN Model,twa,num_n_h,mhg,num_n_a,ta,alpha,tw,msw,msa,mgw,mma,k_out,lambda,density,feature
0.3020833333333333,0.17083333333333334,0.17083333333333334,0.8458333333333333,0.21458333333333332,0.16458333333333333,0.5,0.0,0.0,0.0,0,0,0.1,-600.0,fixed,-600.0,0.5,1.0,0.5,phon_art,filter,full,clique,1,1.0,1.0,vggish
0.275,0.2604166666666667,0.17083333333333334,0.31666666666666665,0.29791666666666666,0.16458333333333333,0.5,0.0,0.0,0.0,0,0,0.1,-600.0,full_weighted,-600.0,0.5,1.0,0.5,phon_art,filter,full,clique,1,1.0,1.0,vggish
0.275,0.22916666666666666,0.17083333333333334,0.30416666666666664,0.8708333333333333,0.17291666666666666,0.625,0.0,0.0,0.0,0,0,0.1,-600.0,fixed,-600.0,0.5,1.0,0.5,phon_count,filter,full,clique,1,1.0,1.0,vggish
0.25,0.19166666666666668,0.16458333333333333,0.28125,0.3541666666666667,0.16458333333333333,0.5,0.0,0.0,0.0,0,0,0.1,-600.0,full_weighted,-600.0,0.5,1.0,0.5,phon_count,filter,full,clique,1,1.0,1.0,vggish
0.3645833333333333,0.20625,0.16875,0.5666666666666667,0.48125,0.16458333333333333,0.5,0.0,0.0,0.0,0,0,0.1,-600.0,fixed,-600.0,0.5,1.0,0.5,glove,filter,full,clique,1,1.0,1.0,vggish
0.30833333333333335,0.24375,0.17083333333333334,0.25416666666666665,0.23333333333333334,0.16458333333333333,0.5,0.0,0.0,0.0,0,0,0.1,-600.0,full_weighted,-600.0,0.5,1.0,0.5,glove,filter,full,clique,1,1.0,1.0,vggish
0.34791666666666665,0.21041666666666667,0.17083333333333334,0.5291666666666667,0.16875,0.16458333333333333,0.5,0.0,0.0,0.0,0,0,0.1,-600.0,fixed,-600.0,0.5,1.0,0.5,labse,filter,full,clique,1,1.0,1.0,yamnet
0.28125,0.18333333333333332,0.17083333333333334,0.2604166666666667,0.17291666666666666,0.16458333333333333,0.5,0.0,0.0,0.0,0,0,0.1,-600.0,full_weighted,-600.0,0.5,1.0,0.5,labse,filter,full,clique,1,1.0,1.0,yamnet
0.44166666666666665,0.25833333333333336,0.16875,0.5,0.16458333333333333,0.16458333333333333,0.5,0.0,0.0,0.0,0,0,0.1,-600.0,fixed,-600.0,0.5,1.0,0.5,allmini,filter,full,clique,1,1.0,1.0,yamnet
0.3375,0.16875,0.17083333333333334,0.47291666666666665,0.4270833333333333,0.16458333333333333,0.5,0.0,0.0,0.0,0,0,0.1,-600.0,full_weighted,-600.0,0.5,1.0,0.5,allmini,filter,full,clique,1,1.0,1.0,yamnet
0.4041666666666667,0.225,0.17083333333333334,0.46458333333333335,0.96875,0.027083333333333334,0.5270833333333333,0.0,0.0,0.0,0,0,0.1,-600.0,fixed,-600.0,0.5,1.0,0.5,phon_art,filter,full,clique,1,1.0,1.0,yamnet
0.26666666666666666,0.20833333333333334,0.17083333333333334,0.2833333333333333,0.3229166666666667,0.16458333333333333,0.5,0.0,0.0,0.0,0,0,0.1,-600.0,full_weighted,-600.0,0.5,1.0,0.5,phon_art,filter,full,clique,1,1.0,1.0,yamnet
