Supervised Model,Unsupervised Model,Hibrid Model,Heterogeneous Model,Heterogeneous regressor Model,Link prediction,link prediction topk,Heterogeneous sage Model,Heterogeneous attention Model,Spectrogram Baseline,CNN Model,DNN Model,twa,num_n_h,mhg,num_n_a,ta,alpha,tw,msw,msa,mgw,mma,k_out,lambda,density,feature
0.34375,0.2125,0.16875,0.3416666666666667,0.17708333333333334,0.16458333333333333,0.5,0.0,0.0,0.0,0,0,0.1,-600.0,full_weighted,-600.0,0.5,1.0,0.5,labse,filter,full,clique,1,1.0,1.0,mel_spec
0.39166666666666666,0.1875,0.17083333333333334,0.28125,0.175,0.16458333333333333,0.5,0.0,0.0,0.0,0,0,0.1,-600.0,full_weighted,-600.0,0.5,1.0,0.5,allmini,filter,full,clique,1,1.0,1.0,mel_spec
0.2625,0.19166666666666668,0.17083333333333334,0.6125,0.30625,0.16458333333333333,0.5,0.0,0.0,0.0,0,0,0.1,-600.0,full_weighted,-600.0,0.5,1.0,0.5,phon_art,filter,full,clique,1,1.0,1.0,mel_spec
0.27291666666666664,0.2520833333333333,0.17083333333333334,0.34375,0.2791666666666667,0.16458333333333333,0.5,0.0,0.0,0.0,0,0,0.1,-600.0,full_weighted,-600.0,0.5,1.0,0.5,phon_count,filter,full,clique,1,1.0,1.0,mel_spec
0.25625,0.17916666666666667,0.16875,0.3,0.30833333333333335,0.16458333333333333,0.5,0.0,0.0,0.0,0,0,0.1,-600.0,full_weighted,-600.0,0.5,1.0,0.5,glove,filter,full,clique,1,1.0,1.0,mel_spec
0.3458333333333333,0.19583333333333333,0.17083333333333334,0.7395833333333334,0.16875,0.16458333333333333,0.5,0.0,0.0,0.0,0,0,0.1,-600.0,fixed,-600.0,0.5,1.0,0.5,labse,filter,full,clique,1,1.0,1.0,mel_spec
0.33958333333333335,0.27708333333333335,0.16875,0.28125,0.23333333333333334,0.16458333333333333,0.5,0.0,0.0,0.0,0,0,0.1,-600.0,full_weighted,-600.0,0.5,1.0,0.5,labse,filter,full,clique,1,1.0,1.0,mel_spec
0.24791666666666667,0.17916666666666667,0.16875,0.30416666666666664,0.16875,0.16458333333333333,0.5,0.0,0.0,0.0,0,0,0.1,-600.0,fixed,-600.0,0.5,1.0,0.5,allmini,filter,full,clique,1,1.0,1.0,mel_spec
0.30833333333333335,0.2,0.16875,0.26875,0.49166666666666664,0.16458333333333333,0.5,0.0,0.0,0.0,0,0,0.1,-600.0,full_weighted,-600.0,0.5,1.0,0.5,allmini,filter,full,clique,1,1.0,1.0,mel_spec
0.2604166666666667,0.23333333333333334,0.16458333333333333,0.8270833333333333,0.2875,0.16458333333333333,0.5,0.0,0.0,0.0,0,0,0.1,-600.0,fixed,-600.0,0.5,1.0,0.5,phon_art,filter,full,clique,1,1.0,1.0,mel_spec
0.4375,0.20833333333333334,0.17083333333333334,0.30833333333333335,0.6625,0.16458333333333333,0.5,0.0,0.0,0.0,0,0,0.1,-600.0,full_weighted,-600.0,0.5,1.0,0.5,phon_art,filter,full,clique,1,1.0,1.0,mel_spec
0.28958333333333336,0.19166666666666668,0.17083333333333334,0.33125,0.93125,0.14375,0.4875,0.0,0.0,0.0,0,0,0.1,-600.0,fixed,-600.0,0.5,1.0,0.5,phon_count,filter,full,clique,1,1.0,1.0,mel_spec
0.3145833333333333,0.175,0.17083333333333334,0.28125,0.31875,0.16458333333333333,0.5,0.0,0.0,0.0,0,0,0.1,-600.0,full_weighted,-600.0,0.5,1.0,0.5,phon_count,filter,full,clique,1,1.0,1.0,mel_spec
0.2833333333333333,0.21458333333333332,0.17083333333333334,0.3125,0.875,0.16041666666666668,0.48541666666666666,0.0,0.0,0.0,0,0,0.1,-600.0,fixed,-600.0,0.5,1.0,0.5,glove,filter,full,clique,1,1.0,1.0,mel_spec
0.24166666666666667,0.22083333333333333,0.17083333333333334,0.4125,0.3,0.16458333333333333,0.5,0.0,0.0,0.0,0,0,0.1,-600.0,full_weighted,-600.0,0.5,1.0,0.5,glove,filter,full,clique,1,1.0,1.0,mel_spec
0.36041666666666666,0.17083333333333334,0.16875,0.23541666666666666,0.17083333333333334,0.16458333333333333,0.5,0.0,0.0,0.0,0,0,0.1,-600.0,fixed,-600.0,0.5,1.0,0.5,labse,filter,full,clique,1,1.0,1.0,mfcc
0.3875,0.18541666666666667,0.17083333333333334,0.275,0.3458333333333333,0.16458333333333333,0.5,0.0,0.0,0.0,0,0,0.1,-600.0,full_weighted,-600.0,0.5,1.0,0.5,labse,filter,full,clique,1,1.0,1.0,mfcc
0.43125,0.21875,0.17083333333333334,0.30416666666666664,0.1625,0.16458333333333333,0.5,0.0,0.0,0.0,0,0,0.1,-600.0,fixed,-600.0,0.5,1.0,0.5,allmini,filter,full,clique,1,1.0,1.0,mfcc
0.3375,0.23541666666666666,0.17083333333333334,0.28125,0.46875,0.16458333333333333,0.5,0.0,0.0,0.0,0,0,0.1,-600.0,full_weighted,-600.0,0.5,1.0,0.5,allmini,filter,full,clique,1,1.0,1.0,mfcc
0.3458333333333333,0.18958333333333333,0.17083333333333334,0.8625,0.9729166666666667,0.16458333333333333,0.5,0.0,0.0,0.0,0,0,0.1,-600.0,fixed,-600.0,0.5,1.0,0.5,phon_art,filter,full,clique,1,1.0,1.0,mfcc
0.29583333333333334,0.18541666666666667,0.17083333333333334,0.4270833333333333,0.56875,0.16458333333333333,0.5,0.0,0.0,0.0,0,0,0.1,-600.0,full_weighted,-600.0,0.5,1.0,0.5,phon_art,filter,full,clique,1,1.0,1.0,mfcc
0.4083333333333333,0.2708333333333333,0.17083333333333334,0.24166666666666667,0.20416666666666666,0.16458333333333333,0.5,0.0,0.0,0.0,0,0,0.1,-600.0,fixed,-600.0,0.5,1.0,0.5,phon_count,filter,full,clique,1,1.0,1.0,mfcc
0.2625,0.23333333333333334,0.17083333333333334,0.27708333333333335,0.2791666666666667,0.16458333333333333,0.5,0.0,0.0,0.0,0,0,0.1,-600.0,full_weighted,-600.0,0.5,1.0,0.5,phon_count,filter,full,clique,1,1.0,1.0,mfcc
0.4041666666666667,0.21458333333333332,0.17083333333333334,0.6729166666666667,0.9625,0.004166666666666667,0.016666666666666666,0.0,0.0,0.0,0,0,0.1,-600.0,fixed,-600.0,0.5,1.0,0.5,glove,filter,full,clique,1,1.0,1.0,mfcc
0.30416666666666664,0.20208333333333334,0.17083333333333334,0.27291666666666664,0.275,0.16458333333333333,0.5,0.0,0.0,0.0,0,0,0.1,-600.0,full_weighted,-600.0,0.5,1.0,0.5,glove,filter,full,clique,1,1.0,1.0,mfcc
0.34375,0.30416666666666664,0.16875,0.2604166666666667,0.15416666666666667,0.16458333333333333,0.5,0.0,0.0,0.0,0,0,0.1,-600.0,fixed,-600.0,0.5,1.0,0.5,labse,filter,full,clique,1,1.0,1.0,vggish
0.38958333333333334,0.175,0.16875,0.28125,0.20416666666666666,0.16458333333333333,0.5,0.0,0.0,0.0,0,0,0.1,-600.0,full_weighted,-600.0,0.5,1.0,0.5,labse,filter,full,clique,1,1.0,1.0,vggish
0.26458333333333334,0.17083333333333334,0.17083333333333334,0.875,0.18541666666666667,0.16458333333333333,0.5,0.0,0.0,0.0,0,0,0.1,-600.0,fixed,-600.0,0.5,1.0,0.5,allmini,filter,full,clique,1,1.0,1.0,vggish
0.30833333333333335,0.19791666666666666,0.17083333333333334,0.4625,0.5770833333333333,0.16458333333333333,0.5,0.0,0.0,0.0,0,0,0.1,-600.0,full_weighted,-600.0,0.5,1.0,0.5,allmini,filter,full,clique,1,1.0,1.0,vggish
