Supervised Model,Unsupervised Model,Hibrid Model,Heterogeneous Model,Heterogeneous regressor Model,Link prediction,link prediction topk,Heterogeneous sage Model,Heterogeneous attention Model,Spectrogram Baseline,CNN Model,DNN Model,twa,num_n_h,mhg,num_n_a,ta,alpha,tw,msw,msa,mgw,mma,k_out,lambda,density
0.43,0.645,0.165,0.885,1.0,0.13,0.455,0.0,0.0,0.0,0,0,0.1,-3000.0,full_weighted,-3000.0,0.5,1.0,0.5,phon_art,filter,full,clique,1,1.0,1.0
0.355,0.67,0.155,0.99,1.0,0.185,0.42,0.0,0.0,0.0,0,0,0.1,-3000.0,full_weighted,-3000.0,0.5,1.0,0.5,phon_count,filter,full,clique,1,1.0,1.0
