Supervised Model,Unsupervised Model,Hibrid Model,Heterogeneous Model,Heterogeneous regressor Model,Link prediction,link prediction topk,Heterogeneous sage Model,Heterogeneous attention Model,Spectrogram Baseline,CNN Model,DNN Model,twa,num_n_h,mhg,num_n_a,ta,alpha,tw,msw,msa,mgw,mma,k_out,lambda,density
0.38,0.55,0.165,0.885,1.0,0.18,0.4,0.0,0.0,0.0,0,0,0.1,-1500.0,full_weighted,-1500.0,0.5,1.0,0.5,phon_art,filter,full,clique,1,1.0,1.0
0.315,0.595,0.165,1.0,1.0,0.125,0.445,0.0,0.0,0.0,0,0,0.1,-1500.0,full_weighted,-1500.0,0.5,1.0,0.5,phon_count,filter,full,clique,1,1.0,1.0
