Supervised Model,Unsupervised Model,Hibrid Model,Heterogeneous Model,Heterogeneous regressor Model,Link prediction,link prediction topk,Heterogeneous sage Model,Heterogeneous attention Model,Spectrogram Baseline,CNN Model,DNN Model,twa,num_n_h,mhg,num_n_a,ta,alpha,tw,msw,msa,mgw,mma,k_out,lambda,density
0.45,0.53,0.155,0.895,1.0,0.105,0.355,0.0,0.0,0.0,0,0,0.1,-6000.0,full_weighted,-6000.0,0.5,1.0,0.5,phon_art,filter,full,clique,1,1.0,1.0
0.415,0.605,0.165,1.0,1.0,0.185,0.485,0.0,0.0,0.0,0,0,0.1,-6000.0,full_weighted,-6000.0,0.5,1.0,0.5,phon_count,filter,full,clique,1,1.0,1.0
