Supervised Model,Unsupervised Model,Hibrid Model,Heterogeneous Model,Heterogeneous regressor Model,Link prediction,link prediction topk,Heterogeneous sage Model,Heterogeneous attention Model,Spectrogram Baseline,CNN Model,DNN Model,twa,num_n_h,mhg,num_n_a,ta,alpha,tw,msw,msa,mgw,mma,k_out,lambda,density
0.435,0.585,0.165,0.875,1.0,0.13,0.245,0.0,0.0,0.0,0,0,0.1,-4000.0,full_weighted,-4000.0,0.5,1.0,0.5,phon_art,filter,full,clique,1,1.0,1.0
0.435,0.59,0.165,1.0,1.0,0.175,0.465,0.0,0.0,0.0,0,0,0.1,-4000.0,full_weighted,-4000.0,0.5,1.0,0.5,phon_count,filter,full,clique,1,1.0,1.0
