0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,Total
16,16,16,16,30,29,31,12,12,29,30,16,16,12,29,16,30,31,29,30,30,29,30,16,29,30,28,13,30,29,12,16,31,31,800
