Supervised Model,Unsupervised Model,Heterogeneous Model,Heterogeneous attention Model,Spectrogram Baseline,CNN Model,twa,num_n_h,mhg,num_n_a,ta,alpha,tw,msw,msa,mgw
0.7,0.6,0.5,0.0,0.4,0.6,0.1,20.0,ML,20.0,0.0,2.0,0.5,phon_count,mixed,full
1.0,0.5,0.7,0.0,0.4,0.4,0.2,20.0,ML,20.0,0.0,2.0,0.5,phon_count,mixed,full
0.7,0.8,0.7,0.0,0.4,0.5,0.3,20.0,ML,20.0,0.0,2.0,0.5,phon_count,mixed,full
