Supervised Model,Unsupervised Model,Unsupervised Model sage,Heterogeneous Model,Heterogeneous sage Model,Heterogeneous attention Model,Spectrogram Baseline,CNN Model,twa,num_n_h,mhg,num_n_a,ta,alpha,tw,msw,msa,mgw,mma
0.9491071428571428,0.84375,0.0,0.9241071428571429,0.0,0.0,0.0,0.8651785714285715,0.6,174.0,dnn,34.0,0.5,2.0,0.5,phon_count,knn,full,fixed
