Supervised Model,Unsupervised Model,Hibrid Model,Heterogeneous Model,Heterogeneous sage Model,Heterogeneous attention Model,Spectrogram Baseline,CNN Model,DNN Model,twa,num_n_h,mhg,num_n_a,ta,alpha,tw,msw,msa,mgw,mma
1.0,0.9775,0.99,0.9775,0.0,0.0,0.0,1.0,1.0,0.1,77.0,dnn,155.0,0.5,1.0,0.5,phon_count,knn,full,fixed
1.0,0.975,0.99,1.0,0.0,0.0,0.0,1.0,1.0,0.1,38.0,dnn,155.0,0.5,1.0,0.5,phon_count,knn,full,fixed
1.0,0.98,0.99,1.0,0.0,0.0,0.0,1.0,1.0,0.1,25.0,dnn,155.0,0.5,1.0,0.5,phon_count,knn,full,fixed
1.0,0.98,0.99,0.96,0.0,0.0,0.0,1.0,1.0,0.1,19.0,dnn,155.0,0.5,1.0,0.5,phon_count,knn,full,fixed
1.0,0.9725,0.99,1.0,0.0,0.0,0.0,1.0,1.0,0.1,15.0,dnn,155.0,0.5,1.0,0.5,phon_count,knn,full,fixed
1.0,0.98,0.99,1.0,0.0,0.0,0.0,1.0,1.0,0.1,77.0,fixed,155.0,0.5,1.0,0.5,phon_count,knn,full,fixed
1.0,0.975,0.99,0.9975,0.0,0.0,0.0,1.0,1.0,0.1,38.0,fixed,155.0,0.5,1.0,0.5,phon_count,knn,full,fixed
1.0,0.98,0.99,1.0,0.0,0.0,0.0,1.0,1.0,0.1,25.0,fixed,155.0,0.5,1.0,0.5,phon_count,knn,full,fixed
1.0,0.9775,0.99,1.0,0.0,0.0,0.0,1.0,1.0,0.1,19.0,fixed,155.0,0.5,1.0,0.5,phon_count,knn,full,fixed
1.0,0.9775,0.99,1.0,0.0,0.0,0.0,1.0,1.0,0.1,15.0,fixed,155.0,0.5,1.0,0.5,phon_count,knn,full,fixed
0.9975,0.98,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.1,77.0,dnn,155.0,0.5,1.0,0.5,phon_count,knn,full,fixed
0.9975,0.9725,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.1,38.0,dnn,155.0,0.5,1.0,0.5,phon_count,knn,full,fixed
0.9975,0.9775,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.1,25.0,dnn,155.0,0.5,1.0,0.5,phon_count,knn,full,fixed
0.9975,0.9775,1.0,0.955,0.0,0.0,0.0,1.0,1.0,0.1,19.0,dnn,155.0,0.5,1.0,0.5,phon_count,knn,full,fixed
0.9975,0.9675,1.0,0.4175,0.0,0.0,0.0,1.0,1.0,0.1,15.0,dnn,155.0,0.5,1.0,0.5,phon_count,knn,full,fixed
0.9975,0.975,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.1,77.0,fixed,155.0,0.5,1.0,0.5,phon_count,knn,full,fixed
0.9975,0.975,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.1,38.0,fixed,155.0,0.5,1.0,0.5,phon_count,knn,full,fixed
