Supervised Model,Unsupervised Model,Unsupervised Model sage,Heterogeneous Model,Heterogeneous sage Model,Heterogeneous attention Model,Spectrogram Baseline,CNN Model,twa,num_n_h,mhg,num_n_a,ta,alpha,tw,msw,msa,mgw,mma
0.946875,0.87734375,0.0,0.92578125,0.0,0.0,0.0,0.8625,0.6,224.0,dnn,44.0,0.5,2.0,0.5,phon_count,knn,full,fixed
