Supervised Model,Unsupervised Model,Hibrid Model,Heterogeneous Model,Heterogeneous sage Model,Heterogeneous attention Model,Spectrogram Baseline,CNN Model,DNN Model,twa,num_n_h,mhg,num_n_a,ta,alpha,tw,msw,msa,mgw,mma
0.995,0.98875,0.99,0.98875,0.0,0.0,0.0,1.0,0.99,0.1,93.0,dnn,312.0,0.5,1.0,0.5,phon_count,knn,full,fixed
0.995,0.985,0.99,0.99875,0.0,0.0,0.0,1.0,0.99,0.1,93.0,fixed,312.0,0.5,1.0,0.5,phon_count,knn,full,fixed
0.91875,0.785,0.895,0.95375,0.0,0.0,0.0,1.0,0.98625,0.1,31.0,dnn,31.0,0.5,1.0,0.5,phon_count,knn,full,fixed
0.91875,0.77625,0.895,0.94125,0.0,0.0,0.0,1.0,0.98625,0.1,31.0,fixed,31.0,0.5,1.0,0.5,phon_count,knn,full,fixed
0.9975,0.98,0.99125,1.0,0.0,0.0,0.0,1.0,1.0,0.1,156.0,dnn,312.0,0.5,1.0,0.5,phon_count,knn,full,fixed
0.9975,0.98625,0.99125,1.0,0.0,0.0,0.0,1.0,1.0,0.1,78.0,dnn,312.0,0.5,1.0,0.5,phon_count,knn,full,fixed
0.9975,0.98125,0.99125,1.0,0.0,0.0,0.0,1.0,1.0,0.1,52.0,dnn,312.0,0.5,1.0,0.5,phon_count,knn,full,fixed
0.9975,0.9875,0.99125,0.99875,0.0,0.0,0.0,1.0,1.0,0.1,39.0,dnn,312.0,0.5,1.0,0.5,phon_count,knn,full,fixed
0.9975,0.985,0.99125,0.88,0.0,0.0,0.0,1.0,1.0,0.1,31.0,dnn,312.0,0.5,1.0,0.5,phon_count,knn,full,fixed
0.9975,0.9875,0.99125,1.0,0.0,0.0,0.0,1.0,1.0,0.1,156.0,fixed,312.0,0.5,1.0,0.5,phon_count,knn,full,fixed
0.9975,0.985,0.99125,0.99875,0.0,0.0,0.0,1.0,1.0,0.1,78.0,fixed,312.0,0.5,1.0,0.5,phon_count,knn,full,fixed
0.9975,0.9775,0.99125,0.99625,0.0,0.0,0.0,1.0,1.0,0.1,52.0,fixed,312.0,0.5,1.0,0.5,phon_count,knn,full,fixed
0.9975,0.9775,0.99125,0.93,0.0,0.0,0.0,1.0,1.0,0.1,39.0,fixed,312.0,0.5,1.0,0.5,phon_count,knn,full,fixed
0.9975,0.98625,0.99125,0.94625,0.0,0.0,0.0,1.0,1.0,0.1,31.0,fixed,312.0,0.5,1.0,0.5,phon_count,knn,full,fixed
