0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,Total
40,39,42,42,38,39,40,43,38,42,41,41,39,40,41,41,40,39,37,40,37,43,42,38,38,39,40,40,39,39,41,41,42,38,43,40,40,41,40,39,40,39,35,40,39,38,37,43,40,43,43,39,41,39,40,39,41,41,40,41,2400
