Supervised Model,Unsupervised Model,Hibrid Model,Heterogeneous Model,Heterogeneous sage Model,Heterogeneous attention Model,Spectrogram Baseline,CNN Model,DNN Model,twa,num_n_h,mhg,num_n_a,ta,alpha,tw,msw,msa,mgw,mma
0.95,0.8375,0.9375,0.8625,0.0,0.0,0.0,1.0,0.93125,0.1,12.0,dnn,24.0,0.5,1.0,0.5,phon_count,knn,full,fixed
0.95,0.9,0.9375,0.9375,0.0,0.0,0.0,1.0,0.93125,0.1,12.0,fixed,24.0,0.5,1.0,0.5,phon_count,knn,full,fixed
0.95,0.89375,0.9375,0.65625,0.0,0.0,0.0,1.0,0.93125,0.1,14.0,dnn,29.0,0.5,1.0,0.5,phon_count,knn,full,fixed
0.95,0.875,0.9375,0.94375,0.0,0.0,0.0,1.0,0.93125,0.1,14.0,fixed,29.0,0.5,1.0,0.5,phon_count,knn,full,fixed
0.94375,0.9,0.9375,0.94375,0.0,0.0,0.0,1.0,0.93125,0.1,17.0,dnn,34.0,0.5,1.0,0.5,phon_count,knn,full,fixed
0.94375,0.90625,0.9375,0.275,0.0,0.0,0.0,1.0,0.93125,0.1,17.0,fixed,34.0,0.5,1.0,0.5,phon_count,knn,full,fixed
0.95625,0.91875,0.9625,0.8375,0.0,0.0,0.0,1.0,0.93125,0.1,19.0,dnn,39.0,0.5,1.0,0.5,phon_count,knn,full,fixed
0.95625,0.93125,0.9625,0.9375,0.0,0.0,0.0,1.0,0.93125,0.1,19.0,fixed,39.0,0.5,1.0,0.5,phon_count,knn,full,fixed
0.95,0.91875,0.95625,0.8125,0.0,0.0,0.0,1.0,0.93125,0.1,22.0,dnn,44.0,0.5,1.0,0.5,phon_count,knn,full,fixed
0.95,0.93125,0.95625,0.975,0.0,0.0,0.0,1.0,0.93125,0.1,22.0,fixed,44.0,0.5,1.0,0.5,phon_count,knn,full,fixed
0.95625,0.91875,0.95625,0.9875,0.0,0.0,0.0,1.0,0.93125,0.1,24.0,dnn,49.0,0.5,1.0,0.5,phon_count,knn,full,fixed
0.95625,0.95,0.95625,0.7875,0.0,0.0,0.0,1.0,0.93125,0.1,24.0,fixed,49.0,0.5,1.0,0.5,phon_count,knn,full,fixed
0.9625,0.925,0.96875,0.95625,0.0,0.0,0.0,1.0,0.93125,0.1,27.0,dnn,54.0,0.5,1.0,0.5,phon_count,knn,full,fixed
0.9625,0.94375,0.96875,0.275,0.0,0.0,0.0,1.0,0.93125,0.1,27.0,fixed,54.0,0.5,1.0,0.5,phon_count,knn,full,fixed
0.975,0.91875,0.95625,0.95625,0.0,0.0,0.0,1.0,0.93125,0.1,29.0,dnn,59.0,0.5,1.0,0.5,phon_count,knn,full,fixed
0.975,0.91875,0.95625,0.70625,0.0,0.0,0.0,1.0,0.93125,0.1,29.0,fixed,59.0,0.5,1.0,0.5,phon_count,knn,full,fixed
0.9625,0.93125,0.9625,0.74375,0.0,0.0,0.0,1.0,0.93125,0.1,32.0,dnn,64.0,0.5,1.0,0.5,phon_count,knn,full,fixed
0.9625,0.94375,0.9625,0.975,0.0,0.0,0.0,1.0,0.93125,0.1,32.0,fixed,64.0,0.5,1.0,0.5,phon_count,knn,full,fixed
0.96875,0.95,0.96875,0.98125,0.0,0.0,0.0,1.0,0.93125,0.1,34.0,dnn,69.0,0.5,1.0,0.5,phon_count,knn,full,fixed
0.96875,0.94375,0.96875,0.925,0.0,0.0,0.0,1.0,0.93125,0.1,34.0,fixed,69.0,0.5,1.0,0.5,phon_count,knn,full,fixed
0.96875,0.94375,0.96875,0.14375,0.0,0.0,0.0,1.0,0.93125,0.1,37.0,dnn,74.0,0.5,1.0,0.5,phon_count,knn,full,fixed
0.96875,0.94375,0.96875,0.46875,0.0,0.0,0.0,1.0,0.93125,0.1,37.0,fixed,74.0,0.5,1.0,0.5,phon_count,knn,full,fixed
0.98125,0.95,0.96875,0.96875,0.0,0.0,0.0,1.0,0.93125,0.1,39.0,dnn,79.0,0.5,1.0,0.5,phon_count,knn,full,fixed
0.98125,0.94375,0.96875,0.9625,0.0,0.0,0.0,1.0,0.93125,0.1,39.0,fixed,79.0,0.5,1.0,0.5,phon_count,knn,full,fixed
0.975,0.9625,0.98125,0.1875,0.0,0.0,0.0,1.0,0.93125,0.1,42.0,dnn,84.0,0.5,1.0,0.5,phon_count,knn,full,fixed
0.975,0.95625,0.98125,0.96875,0.0,0.0,0.0,1.0,0.93125,0.1,42.0,fixed,84.0,0.5,1.0,0.5,phon_count,knn,full,fixed
0.975,0.94375,0.98125,0.40625,0.0,0.0,0.0,1.0,0.93125,0.1,44.0,dnn,89.0,0.5,1.0,0.5,phon_count,knn,full,fixed
0.975,0.9625,0.98125,0.06875,0.0,0.0,0.0,1.0,0.93125,0.1,44.0,fixed,89.0,0.5,1.0,0.5,phon_count,knn,full,fixed
0.96875,0.95,0.975,0.9875,0.0,0.0,0.0,1.0,0.93125,0.1,47.0,dnn,94.0,0.5,1.0,0.5,phon_count,knn,full,fixed
0.96875,0.925,0.975,0.95625,0.0,0.0,0.0,1.0,0.93125,0.1,47.0,fixed,94.0,0.5,1.0,0.5,phon_count,knn,full,fixed
0.975,0.94375,0.975,0.1875,0.0,0.0,0.0,1.0,0.93125,0.1,49.0,dnn,99.0,0.5,1.0,0.5,phon_count,knn,full,fixed
0.975,0.95625,0.975,0.86875,0.0,0.0,0.0,1.0,0.93125,0.1,49.0,fixed,99.0,0.5,1.0,0.5,phon_count,knn,full,fixed
0.95625,0.91875,0.95,0.20625,0.0,0.0,0.0,1.0,0.99375,0.1,24.0,dnn,49.0,0.5,1.0,0.5,phon_count,knn,full,fixed
0.95625,0.94375,0.95,0.95625,0.0,0.0,0.0,1.0,0.99375,0.1,12.0,dnn,49.0,0.5,1.0,0.5,phon_count,knn,full,fixed
0.95625,0.9375,0.95,0.9,0.0,0.0,0.0,1.0,0.99375,0.1,8.0,dnn,49.0,0.5,1.0,0.5,phon_count,knn,full,fixed
0.95625,0.925,0.95,0.3625,0.0,0.0,0.0,1.0,0.99375,0.1,6.0,dnn,49.0,0.5,1.0,0.5,phon_count,knn,full,fixed
0.95625,0.925,0.95,0.5625,0.0,0.0,0.0,1.0,0.99375,0.1,4.0,dnn,49.0,0.5,1.0,0.5,phon_count,knn,full,fixed
0.95625,0.91875,0.95,0.19375,0.0,0.0,0.0,1.0,0.99375,0.1,24.0,fixed,49.0,0.5,1.0,0.5,phon_count,knn,full,fixed
0.95625,0.925,0.95,0.6875,0.0,0.0,0.0,1.0,0.99375,0.1,12.0,fixed,49.0,0.5,1.0,0.5,phon_count,knn,full,fixed
0.95625,0.9375,0.95,0.9625,0.0,0.0,0.0,1.0,0.99375,0.1,8.0,fixed,49.0,0.5,1.0,0.5,phon_count,knn,full,fixed
0.95625,0.94375,0.95,0.55,0.0,0.0,0.0,1.0,0.99375,0.1,6.0,fixed,49.0,0.5,1.0,0.5,phon_count,knn,full,fixed
0.95625,0.89375,0.95,0.1375,0.0,0.0,0.0,1.0,0.99375,0.1,4.0,fixed,49.0,0.5,1.0,0.5,phon_count,knn,full,fixed
0.95625,0.9375,0.9375,0.79375,0.0,0.0,0.0,1.0,1.0,0.1,24.0,dnn,49.0,0.5,1.0,0.5,phon_count,knn,full,fixed
0.95625,0.91875,0.9375,0.7375,0.0,0.0,0.0,1.0,1.0,0.1,12.0,dnn,49.0,0.5,1.0,0.5,phon_count,knn,full,fixed
0.95625,0.925,0.9375,0.80625,0.0,0.0,0.0,1.0,1.0,0.1,24.0,fixed,49.0,0.5,1.0,0.5,phon_count,knn,full,fixed
0.95625,0.9375,0.9375,0.2125,0.0,0.0,0.0,1.0,1.0,0.1,12.0,fixed,49.0,0.5,1.0,0.5,phon_count,knn,full,fixed
