Supervised Model,Unsupervised Model,Hibrid Model,Heterogeneous Model,Heterogeneous sage Model,Heterogeneous attention Model,Spectrogram Baseline,CNN Model,DNN Model,twa,num_n_h,mhg,num_n_a,ta,alpha,tw,msw,msa,mgw,mma
0.978125,0.95625,0.965625,0.171875,0.0,0.0,0.0,1.0,1.0,0.1,24.0,dnn,49.0,0.5,1.0,0.5,phon_count,knn,full,fixed
0.978125,0.953125,0.965625,0.98125,0.0,0.0,0.0,1.0,1.0,0.1,24.0,fixed,49.0,0.5,1.0,0.5,phon_count,knn,full,fixed
0.984375,0.94375,0.9625,0.075,0.0,0.0,0.0,1.0,1.0,0.1,29.0,dnn,59.0,0.5,1.0,0.5,phon_count,knn,full,fixed
0.984375,0.94375,0.9625,0.14375,0.0,0.0,0.0,1.0,1.0,0.1,29.0,fixed,59.0,0.5,1.0,0.5,phon_count,knn,full,fixed
0.971875,0.95,0.984375,0.971875,0.0,0.0,0.0,1.0,1.0,0.1,34.0,dnn,69.0,0.5,1.0,0.5,phon_count,knn,full,fixed
0.971875,0.965625,0.984375,0.796875,0.0,0.0,0.0,1.0,1.0,0.1,34.0,fixed,69.0,0.5,1.0,0.5,phon_count,knn,full,fixed
0.98125,0.96875,0.99375,0.915625,0.0,0.0,0.0,1.0,1.0,0.1,39.0,dnn,79.0,0.5,1.0,0.5,phon_count,knn,full,fixed
0.98125,0.965625,0.99375,0.184375,0.0,0.0,0.0,1.0,1.0,0.1,39.0,fixed,79.0,0.5,1.0,0.5,phon_count,knn,full,fixed
0.984375,0.971875,0.975,0.871875,0.0,0.0,0.0,1.0,1.0,0.1,44.0,dnn,89.0,0.5,1.0,0.5,phon_count,knn,full,fixed
0.984375,0.984375,0.975,0.1375,0.0,0.0,0.0,1.0,1.0,0.1,44.0,fixed,89.0,0.5,1.0,0.5,phon_count,knn,full,fixed
0.984375,0.971875,0.984375,0.2,0.0,0.0,0.0,1.0,1.0,0.1,49.0,dnn,99.0,0.5,1.0,0.5,phon_count,knn,full,fixed
0.984375,0.971875,0.984375,0.984375,0.0,0.0,0.0,1.0,1.0,0.1,49.0,fixed,99.0,0.5,1.0,0.5,phon_count,knn,full,fixed
0.9875,0.96875,0.9875,0.8625,0.0,0.0,0.0,1.0,1.0,0.1,54.0,dnn,109.0,0.5,1.0,0.5,phon_count,knn,full,fixed
0.9875,0.98125,0.9875,0.40625,0.0,0.0,0.0,1.0,1.0,0.1,54.0,fixed,109.0,0.5,1.0,0.5,phon_count,knn,full,fixed
0.984375,0.971875,0.9875,0.9875,0.0,0.0,0.0,1.0,1.0,0.1,59.0,dnn,119.0,0.5,1.0,0.5,phon_count,knn,full,fixed
0.984375,0.984375,0.9875,0.99375,0.0,0.0,0.0,1.0,1.0,0.1,59.0,fixed,119.0,0.5,1.0,0.5,phon_count,knn,full,fixed
0.990625,0.975,0.9875,0.96875,0.0,0.0,0.0,1.0,1.0,0.1,64.0,dnn,129.0,0.5,1.0,0.5,phon_count,knn,full,fixed
0.990625,0.971875,0.9875,0.70625,0.0,0.0,0.0,1.0,1.0,0.1,64.0,fixed,129.0,0.5,1.0,0.5,phon_count,knn,full,fixed
0.990625,0.978125,0.9875,0.9875,0.0,0.0,0.0,1.0,1.0,0.1,69.0,dnn,139.0,0.5,1.0,0.5,phon_count,knn,full,fixed
